BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Attitude Supply ADT1 Backpack,1,Molle at bottom of pack.,Rolltop & Clamshell,2,10,Yes,55L,4,19.5,https://atdsupply.com/products/atd1-backpack-black&sa=D&source=editors&ust=1740763375958956&usg=AOvVaw0QZJuYiZs6kWS9ehVk7Piw,Internal sleeve,>10,No,No,Challenge Sailcloth Ecopak® EPLX600,16,No,Italy 🇮🇹,No,https://atdsupply.com/cdn/shop/files/DSC0606_copia_2_590x.jpg?v=1730223943,485,front,Yes,Backpack,23,Side,Lifetime,2,3.7,12
Attitude Supply ADT2 Backpack,1,Fidlock for main opening. g-hook for compression straps.,Rolltop & Clamshell,2,7.5,Yes,31L,4,17.5,https://atdsupply.com/collections/all/products/atd2-backpack-black&sa=D&source=editors&ust=1740763375960542&usg=AOvVaw2sbATUmdgpNOL9hAJ2uFnd,Internal sleeve,>10,No,No,Challenge Sailcloth Ecopak® EPLX600,15,No,Italy 🇮🇹,No,https://atdsupply.com/cdn/shop/files/MP9_9993_copia_590x.jpg?v=1730224018,455,front,Yes,Backpack,18,Side,Lifetime,2,2.9,10
Baboon to the Moon City Backpack,2,Has tech organisation,180° Half Zip,no,7.1,No,no,1,18.9,https://baboontothemoon.com/products/city-backpack-24l,External compartment,2,No,Yes,1050D Ballistic Nylon,16,Yes,USA 🇺🇸,No,https://m.media-amazon.com/images/I/71l+o0IwtJL._AC_UY580_.jpg,129,top & front,Yes,Backpack,24,Side,Lifetime,2,2.3,12.2
Batohiro Minato Lite 2.0 Forest Green,1,Handmade in Czechia,Rolltop,No,6.3,Yes,20,1,14.6,https://batohiro.com/en/products/minato-lite-backpack-20l-forest-green-backpack,Internal sleeve,6,No,Yes,CORDURA 1000D,14,no,Czechia 🇨🇿,No,https://batohiro.com/cdn/shop/files/batohiro-minato-lite-2-0-forest-green-backpack-durable-water-resistant-cordura.png?v=1769867058&width=800,230,Front,Yes,Backpack,15,Side,Lifetime,1,1.32,9.4
Batohiro Minato Lite Silver,1,Handmade in Czechia,Rolltop,No,6.3,Yes,20,1,14.6,https://batohiro.com/en/products/minato-lite-silver,Internal sleeve,6,No,Yes,CORDURA 1000D,14,no,Czechia 🇨🇿,No,https://batohiro.com/cdn/shop/files/batohiro-minato-lite-silver-compact-backpack-15l-20l-expansion-system.png?v=1769868815&width=800,190,Front,Yes,Backpack,15,Side,Lifetime,1,1.32,9.4
Batohiro Minato Premium 40l Red Velvet,1,Handmade in Czechia,Rolltop,Yes,6.3,Yes,40,1,18.1,https://batohiro.com/en/products/minato-backpack-red-velvet,External compartment,6,No,Yes,CORDURA 1000D,17,no,Czechia 🇨🇿,No,https://batohiro.com/cdn/shop/files/2AA44EAC-CBFA-4BD4-8D84-C5C0BACDD1D0.png?v=1734104719&width=800,299,Top,Yes,Backpack,20,Side,Lifetime,2,1.87,11.8
Batohiro Minato Premium 40l Sand,1,Handmade in Czechia,Rolltop,Yes,6.3,Yes,40,1,18.1,https://batohiro.com/en/products/minato-backpack-sand,External compartment,6,No,Yes,CORDURA 1000D,17,no,Czechia 🇨🇿,No,https://batohiro.com/cdn/shop/files/59AA775E-40C2-4678-8FC3-F730D4F98F82.png?v=1734104745&width=800,299,Top,Yes,Backpack,20,Side,Lifetime,2,1.87,11.8
Batohiro Minato Premium 6.2 Black Knight,1,Handmade in Czechia,Rolltop,Yes,6.3,Yes,40,1,18.1,https://batohiro.com/en/products/minato-premium-durable-backpack-black-knight-6-2,External compartment,6,No,Yes,ECO CORDURA re/cor 1200D,17,no,Czechia 🇨🇿,No,https://fyro.co/cdn/shop/files/Levo_Shop_1_ccd7b084-2e3a-4a1e-84eb-b2786e155492.webp?v=1762996833&width=1100,340,Top,Yes,Backpack,20,Side,Lifetime,2,2.03,11.8
Batohiro Roku Durable Pro 20l Black Knight,1,Handmade in Czechia,Rolltop,No,5.9,Yes,20,1,16.5,https://batohiro.com/en/products/roku-durable-pro-20l-black-knight,External compartment,6,No,Yes,Challenge ECOPAK 400D,16,yes,Czechia 🇨🇿,No,https://batohiro.com/cdn/shop/files/roku-durable-pro-black-knight-roll-top-backpack-ecopak-400d-water-resistant-organized-bag.jpg?v=1774180620&width=800,299,Back,Yes,Backpack,20,,Lifetime,0,1.1,11.8
Bellroy Classic Backpack,2,,Toploader,no,7.1,No,No,1,18.9,https://bellroy.com/products/classic-backpack?color=slate&material=ribba_weave#slide-1,Internal sleeve,no,No,No,Ribba Weave,16,Yes,Australia 🇦🇺,No,https://www.fatbuddhastore.com/images/classic-20l-backpack-bronze-p34652-117101_image.jpg,149,top & front,No,Backpack,20,,6 years,no,1.5,12.6
Bellroy Classic Backpack Compact,2,,180° Half Zip,no,5.9,No,No,1,16.9,https://bellroy.com/products/classic-backpack-compact?color=eucalyptus&material=ribba_weave#slide-1,Internal sleeve,no,No,No,Ribba Weave,13,Yes,Australia 🇦🇺,No,"https://hips.hearstapps.com/hmg-prod/images/bellroy-deal-lead-641dc3d35d5eb.jpg?crop=0.6666666666666666xw:1xh;center,top&resize=640:*",129,top & front,No,Backpack,16,,6 years,no,1.3,11.4
Bellroy Classic Backpack Plus,2,,180° Half Zip,no,7.9,No,No,1,20.5,https://bellroy.com/products/classic-backpack-plus?color=navy&material=looma_weave#slide-1,External compartment,no,No,No,Looma Weave,16,Yes,Australia 🇦🇺,No,https://www.morebymorello.com/cdn/shop/products/bellroy-bcpb-rangergreen-web-01.jpg?v=1645615621,199,top & front,Yes,Backpack,24,,6 years,no,1.8,13.4
Bellroy Laneway Belt Bag,1,,,no,2.2,No,No,0,5.3,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,"55% Recycled Nylon, 30% Recycled Fishing Nets, 5% Other Materials, 5% Nylon, 5% Foam",No,Yes,Australia 🇦🇺,Yes,https://m.media-amazon.com/images/I/71P+b8d5ndL._AC_SL1500_.jpg,69,back,No,Sling,2,No,6 years,no,0.366,9.8
Bellroy Lite Belt Bag,1,,,no,2,No,No,0,5.9,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,2,No,No,Dura Lite Nylon,No,Yes,Australia 🇦🇺,Yes,https://www.oribags.com/cdn/shop/files/bellroy-BLHA-Clay-233-web-01.jpg?v=1726260083,49,back,No,Sling,1.8,No,6 years,no,0.27,8.7
Bellroy Lite Daypack,1,,Toploader,no,6.7,No,No,1,18.9,https://bellroy.com/products/lite-daypack?color=clay&material=dura_lite_nylon#slide-8,Not dedicated,no,No,No,Dura Lite Nylon,,No,Australia 🇦🇺,Yes,https://m.media-amazon.com/images/I/61yW5qTyf6L.jpg,129,front,Yes,Backpack,20,Side,6 years,1,0.8,10.6
Bellroy Lite Ready Pack,1,,180° Half Zip,no,7.1,No,No,1,19.7,https://bellroy.com/products/lite-ready-pack?color=arcade_grey&material=dura_lite_ripstop#slide-10,Not dedicated,no,No,No,Dura Lite Ripstop,,No,Australia 🇦🇺,Yes,https://m.media-amazon.com/images/I/612N4bGebPL._AC_UY1000_.jpg,159,top,Yes,Backpack,18,Side,6 years,1,0.8,11.8
Bellroy Lite Travel Pack 30L,1,Also available in 38L,Clamshell,no,4.5,No,No,2,19.5,https://bellroy.com/products/lite-travel-pack?color%3Dclay%26material%3Ddura_lite_nylon%26size%3D30l%26srsltid%3DAfmBOoqQ8caDYju49JiFnFrP6zh1yvKAZIpjt29e1qtlyqvmncDQkLMV%23slide-0&sa=D&source=editors&ust=1740763375964335&usg=AOvVaw0ukPEyg1_KFxx6zKlW49lq,External compartment,5,No,No,100% recycled Dura Lite nylon,16,No,Australia 🇦🇺,No,https://wildbounds.myshopify.com/cdn/shop/files/bellroy-lite-travel-pack-backpacks-30l-clay-blpa-cly-241-37331447316647_530x.jpg?v=1729829413,199,top,Yes,Backpack,30,,6 years,no,2.1,14
Bellroy Sling 7L,1,,,no,5.1,No,No,0,7.1,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Ribba Weave,No,Yes,Australia 🇦🇺,No,https://www.urbantravellerco.com/cdn/shop/products/bellroy-sling-crossbody-marine-blue-bellroy-sling-28941628375082_600x.jpg?v=1654174636,99,back,No,Sling,7,No,6 years,no,0.77,15
Bellroy Sling Mini,1,,,no,4.3,No,No,0,5.1,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Ribba Weave,No,Yes,Australia 🇦🇺,No,https://m.media-amazon.com/images/I/41ozaAmt6PL._AC_SL1200_.jpg,75,back,No,Sling,4,No,6 years,no,0.58,12.6
Bellroy Transit Backpack Plus,1,,Clamshell,no,9.5,No,No,1,21.5,https://bellroy.com/products/transit-backpack-plus?color%3Dnightsky%26material%3Dbaida_nylon%23slide-7&sa=D&source=editors&ust=1740763375969281&usg=AOvVaw1W4xQRpxFHcooJfWxmhgB7,,no,No,No,Baida Nylon,16,No,Australia 🇦🇺,No,https://wildbounds.com/cdn/shop/files/bellroy-transit-backpack-plus-backpacks-38l-ranger-green-btpa-rgn-213-34996103708839.jpg?v=1686984019,300,top,Yes,Backpack,38,Side,6 years,2,3.3,15
Bellroy Transit Travel Pack Pro,1,,Clamshell,no,7.1,Yes,38L,2,19.7,,External compartment,1,No,Yes,Recycled Dura Weave,16,Yes,Australia 🇦🇺,No,https://globalluggage.co.uk/cdn/shop/files/bellroy-btva-olive-web-01.jpg?v=1742390631,339,top,Yes,Backpack,30,Side,6 years,1,3,14.6
Bellroy Transit Workpack Pro 22L,2,,Clamshell,no,7.9,No,No,1,19.7,https://bellroy.com/products/transit-workpack-pro?color=black&material=dura_nylon_recycled&size=22l#slide-4,External compartment,no,No,Yes,Dura Nylon (recycled),16,Yes,Australia 🇦🇺,No,https://m.media-amazon.com/images/I/71PcfMBi6eL.jpg,299,top & side,Yes,Backpack,22,Side,6 years,1,2.2,13
Bellroy Transit Workpack Pro 28L,1,,Clamshell,no,6.5,No,No,1,21,https://bellroy.com/products/transit-workpack-pro?color%3Dolive%26material%3Ddura_nylon_recycled%26size%3D28l%23slide-0&sa=D&source=editors&ust=1740763375971404&usg=AOvVaw1cajn4Wb4JZ4fCqtI4WiRC,External compartment,no,No,No,Recycled Dura Nylon,16,No,Australia 🇦🇺,No,https://www.mukama.com/cdn/shop/files/bellroy-bpwb-olive-web-01.jpg?v=1730231368,260,side,Yes,Backpack,28,Side,6 years,1,2.4,10.5
Bellroy Transit Workpack Second Edition,1,,Clamshell,no,6.5,No,No,1,20,https://bellroy.com/products/transit-workpack?color%3Dbronze%26material%3Dbaida_nylon%23slide-0&sa=D&source=editors&ust=1740763375965820&usg=AOvVaw0ZwB6EiTdz4gqzfEw7OQlc,External compartment,no,No,No,Baida Nylon,16,No,Australia 🇦🇺,No,https://m.media-amazon.com/images/I/71PbPs-3tPL.jpg,179,front,No,Backpack,20,Side,6 years,1,2.1,15
Bellroy Venture Hip Pack,1,,,no,1.6,No,No,0,5.9,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Baida Nylon,No,Yes,Australia 🇦🇺,No,https://wildbounds.com/cdn/shop/files/bellroy-venture-hip-pack-bumbags-1-5l-bronze-bhpa-brz-213-34996052951207_600x.jpg?v=1686993910,75,front,No,Sling,2,No,6 years,no,0.38,8.7
Bellroy Venture Ready Pack 20L,2,,Clamshell,no,7.9,No,No,1,19.7,https://bellroy.com/products/venture-ready-pack?color=bronze&material=baida_nylon&size=20l#slide-2,Internal sleeve,1,No,Yes,Baida Nylon,16,Yes,Australia 🇦🇺,No,https://wildbounds.com/cdn/shop/files/bellroy-venture-ready-pack-20l-backpacks-20l-bronze-bvzb-brz-213-36377519161511.jpg?v=1717078936,199,top & side,Yes,Backpack,20,Side,6 years,1,1.9,11.8
Bellroy Venture Ready Pack 26L,1,Also in 20L size.,Clamshell,1,7.5,No,No,1,19.5,https://bellroy.com/products/venture-ready-pack?color%3Dmidnight%26material%3Dbaida_ripstop%23slide-0&sa=D&source=editors&ust=1740763375972972&usg=AOvVaw23Y9drPCMGtF4dKqtK9-sf,Internal sleeve,>5,No,No,Baida Nylon,16,No,Australia 🇦🇺,No,"https://m.media-amazon.com/images/I/315uBvvIqxL._QL92_SH45_SR240,220_.jpg",259,top,Yes,Backpack,26,Side,6 years,1,2.1,13
Bellroy Venture Travel Pack 26L,1,"Hidden, detachable 15L ultralight tote for overflow",Clamshell,no,6,No,No,1,21.5,https://bellroy.com/products/venture-travel-pack?color%3Djet_black%26material%3Delement_coated_nylon%26size%3D26l%23slide-0&sa=D&source=editors&ust=1740763375974425&usg=AOvVaw0xWm5bdvDpbHNTBLPn44or,Internal sleeve,>5,No,No,Element Coated Nylon,16,No,Australia 🇦🇺,No,https://wildbounds.com/cdn/shop/files/bellroy-venture-travel-pack-26l-backpacks-26l-jet-black-bvta-jbk-235-36377440420007.jpg?v=1717082351,330,top,Yes,Backpack,26,Side,6 years,1,2.4,14
Bellroy Via Backpack,1,,180° Half Zip,no,5.9,No,No,1,17.7,https://bellroy.com/products/via-backpack?color=black&material=ribba_weave#slide-2,Internal sleeve,no,No,No,Ribba Weave,16,Yes,Australia 🇦🇺,No,https://www.aspenofhereford.com/cdn/shop/files/de7e375f-056c-4065-86e8-e3e64a85c56e.jpg?v=1704385689&width=1080,149,top,No,Backpack,20,,6 years,no,1.2,11.8
Berghaus 24/7 25 Rucsac,1,Works with hydration bladder ,180° Half Zip,no,9.5,No,,1,19.3,,Internal sleeve,4,No,No,PFC Free 100% Recycled Polyester 600D Ripstop with a Water Resistant PU Membrane.,15,No,UK 🇬🇧,No,https://static.thcdn.com/images/large/original//productimg/1600/1600/13650842-2084992660544410.jpg,75,front,Yes,Backpack,25,Side,4 Years,2,1.3,9.9
Berghaus 24/7 30 Rucsac,1,Works with hydration bladder ,180° Half Zip,no,10.2,No,,1,20.5,,Internal sleeve,4,No,No,PFC Free 100% Recycled Polyester 600D Ripstop with a Water Resistant PU Membrane.,15,No,UK 🇬🇧,No,https://www.cribgochoutdoor.com/images/Berghaus%20247%2030%20Rucsac%20in%20Light%20Green%207.jpg?width=1998&height=1998&quality=85&mode=pad&format=webp&bgcolor=ffffff,80,front,Yes,Backpack,30,Side,4 Years,2,1.4,10.6
Berghaus Bag 25,1,"Padded laptop compartment, Water repellent",180° Half Zip,no,7.1,No,,1,18.9,,Internal sleeve,no,No,No,polyester,15,No,UK 🇬🇧,No,https://static.thcdn.com/images/large/original//productimg/1600/1600/13144568-9774868235569793.jpg,40,front,No,Backpack,25,No,4 Years,no,0.8,11
Berghaus Explorer Backpack,1,laptop and tablet/ipad sleeve,Rolltop,no,9.5,Yes,25L,1,22.8,,Internal sleeve,2,No,No,420 denier nylon fabric,16,Yes,UK 🇬🇧,No,https://static.thcdn.com/images/large/original//productimg/1600/1600/15797972-1695219923089999.jpg,140,front,Yes,Backpack,23,Side,4 Years,2,2,11.4
Berghaus Logo Recognition 25,1,"Padded laptop compartment, Water repellent",180° Half Zip,no,4.5,No,,1,19.1,,Internal sleeve,2,No,No,PFC Free 100% Recycled Polyester 600D with a Water Resistant PU Membrane,15,No,UK 🇬🇧,No,https://cdn.webshopapp.com/shops/186401/files/423455361/1652x2313x2/berghaus-berghaus-logo-recognition-rucksack-25l-20.jpg,40,front,No,Backpack,25,No,4 Years,no,0.8,11.4
Berghaus Trailbyte 30,1,"Hydration bladder, laptop and tablet/ipad sleeve",180° Half Zip,no,5.5,No,,1,18.9,,External compartment,2,Yes,No,PFC Free 100% Recycled Polyester 600D with a Water Resistant PU Membrane,15,Yes,UK 🇬🇧,No,https://m.media-amazon.com/images/I/61PjAL0WIUL.jpg,100,front,Yes,Backpack,30,No,4 Years,no,1.9,12.2
Berghaus Xodus Commute 30 Travel Rucsac,no,"Works with hydration bladder, separate dirty clothes or shoes area, adjustable back harness",Clamshell,no,11,No,,1,20.9,,External compartment,4,Yes,No,carbonate-coated Robic fabric ,15,Yes,UK 🇬🇧,No,https://www.tradeinn.com/f/14012/140128196/berghaus-xodus-commute-30l-bag.webp,150,No,Yes,Backpack,30,Side,4 Years,2,1.9,9.9
Black Ember Citadel 20,1,,Clamshell,no,6.5,No,No,1,17,https://blackember.com/collections/urban-backpack//products/citadel-18&sa=D&source=editors&ust=1740763375975930&usg=AOvVaw2rcKmG5vjuDyNRjGzJYPvN,Internal sleeve,no,No,Yes,420 VELOCITY CORDURA re/cor RN66,14,No,USA 🇺🇸,No,https://www.mukama.com/cdn/shop/files/WS_BE_2304_Citadel_0607.jpg?v=1731658488,239,top,Yes,Backpack,20,,Lifetime,no,2.8,11.5
Black Ember Citadel R3 25,1,"Lashpoints for additional handles.
Side handle and bottom lash straps sold separaetely.",Clamshell,no,7,No,No,2,19.5,https://blackember.com/collections/urban-backpack//products/citadel-25&sa=D&source=editors&ust=1740763375977387&usg=AOvVaw3o8KYo0npKuFUQ3E77i-eG,Internal sleeve,>5,No,No,421 VELOCITY CORDURA re/cor RN66,14,No,USA 🇺🇸,No,https://blackember.com/cdn/shop/files/urban-backpack-100.png?v=1707450948,280,top,Yes,Backpack,25,,Lifetime,no,3.5,12
Black Ember Forge Max,1,"""Heavy"" - no weight listed.
Hidden pockets at back.
Maglock compression straps.
Can be carrierd briefcase style.
External front lash points for dd-on attachment",Clamshell,4,6,Yes,30L,3,18,https://blackember.com/products/forge-max?variant%3D30333425254434&sa=D&source=editors&ust=1740763375978826&usg=AOvVaw33fnxZ8Ij8WsYifbINtWOG,Internal sleeve,4,No,Yes,"500D CORDURA re/cor RN66 AIR TEXTURED MATTE FINISH
1000D HYPALON",15,No,USA 🇺🇸,No,https://blackember.com/cdn/shop/files/best-laptop-backpack-for-men-2030_900x.png?v=1721073500,325,back,Yes,Backpack,20,,Lifetime,no,3.5,12
Blank Canvas Accessories Weekender Pack V2,2,,180° Half Zip,no,5.5,No,No,1,16,https://www.blankcanvasaccessories.com/product-page/weekender-pack-v-2,Internal sleeve,2,No,No,1000D Nylon,14,No,Puerto Rico 🇵🇷,No,"https://static.wixstatic.com/media/31b8bb_642a524070cc4dea9fff9bae035f59f6~mv2.jpg/v1/fill/w_400,h_601,al_c,q_85,usm_0.66_1.00_0.01/31b8bb_642a524070cc4dea9fff9bae035f59f6~mv2.jpg",88,front,No,Backpack,15,,Lifetime,no,,10.5
Bounce Design Labs 3DC v2 Sling,1,Made in USA,,no,3,No,No,0,6,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,4,No,No,EPX200,No,Yes,USA 🇺🇸,No,https://www.bouncedesignlabs.com/cdn/shop/files/3DCv2-CaribbeanBlaze-2.jpg?v=1687108142&width=500,120,front,No,Sling,3,No,Lifetime,no,0.7,9
Bounce Design Labs 4DC,2,Made in USA,,no,4,No,No,0,6,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,4,No,No,EPX200,No,Yes,USA 🇺🇸,No,https://www.bouncedesignlabs.com/cdn/shop/files/4DC-SedonaOrange-4.jpg?v=1702788280&width=500,140,front,No,Sling,4,No,Lifetime,no,0.7,10
Bounce Design Labs 5DC,1,Made in USA,,no,3,No,No,0,7,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,4,No,No,EPX200,No,Yes,USA 🇺🇸,No,https://www.bouncedesignlabs.com/cdn/shop/files/5DC-IslandLife-5.jpg?v=1687536966,160,front,No,Sling,5,No,Lifetime,no,0.9,11
Bounce Design Labs Dapper Mota,3,Made in USA,,no,4.5,No,No,0,7,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Dimension Polyant X51,No,Yes,USA 🇺🇸,No,https://www.bouncedesignlabs.com/cdn/shop/files/DapperMota-DesertDusk-5.jpg?v=1718764260&width=500,100,front & back,No,Sling,5,No,Lifetime,no,0.6,9.5
Bounce Design Labs Dapper Satchel Plus,5,Made in USA,,no,4,No,No,1,10,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,no,No,No,,11,Yes,USA 🇺🇸,No,https://www.bouncedesignlabs.com/cdn/shop/files/DapperSatchelPlus-BlueMirage-2.jpg?v=1742918137,149,front & back,No,Sling,7.5,No,Lifetime,no,1,12
Boundary Supply Arris Pack,1,Adjustable harness,Clamshell,no,9,No,No,2,22,https://www.boundarysupply.com/products/arris-pack&sa=D&source=editors&ust=1740763375980377&usg=AOvVaw2Jv2HJabWWGYdSxRomjqrs,Internal sleeve,4,No,No,400D TPU Nylon,17,No,USA 🇺🇸,No,https://www.boundarysupply.com/cdn/shop/products/Arris-Pack2_500x.progressive.jpg?v=1678733251,400,top,Yes,Backpack,35,Side,3 years,1,4.3,13
Boundary Supply Errant Pack,1,,Clamshell,1,5.5,No,No,2,19,https://www.boundarysupply.com/products/errant-pack&sa=D&source=editors&ust=1740763375982090&usg=AOvVaw1pVaWm33sYGSzblygirzQD,External compartment,5,No,No,500D Duramax Kodra,15,No,USA 🇺🇸,No,https://www.boundarysupply.com/cdn/shop/products/Errant-Pack3_f5e88ebf-4c1f-4a6c-bc91-8bcdb99f7687_500x.progressive.jpg?v=1679515858,269,back,Yes,Backpack,22,Side,3 years,1,3.1,10
Boundary Supply Prima System,1,Modular system; removable Verge Camera Case + Fieldspace laptop sleeve; RFID-safe pocket; magnetic buckles; built-in key dock; stormproof YKK zippers; ventilated foam back panel,Clamshell,no,7,Yes,38L,2,21,https://www.boundarysupply.com/products/prima-system,Internal sleeve,no,No,Yes,Not specified,17,Yes,USA 🇺🇸,No,https://cdn.shopify.com/s/files/1/0104/4630/7364/products/Prima-System2.jpg?v=1750969513,279,top,No,Backpack,30,Side,3 years,1,4.16,12
Brevite Backpack,1,"Side access to main compartment, good for photographers",180° Half Zip,no,5.5,No,No,1,16.25,https://brevite.co/products/the-brevite-backpack,External compartment,3,No,Yes,600D Polyester,16,Yes,USA 🇺🇸,No,https://brevite.co/cdn/shop/files/250522CHARD_BREVITE_BPackWeb2_2025pg_v1b_copy1080x1080.jpg?v=1755633050&width=1946,130,front,No,Backpack,18,Side,Lifetime,1,1.7,11
Cabin Zero Adv Backpack 32L,1,,Clamshell,4,8,No,No,2,18,https://www.cabinzero.com/products/adv-32l-atlantic-blue&sa=D&source=editors&ust=1740763375987373&usg=AOvVaw2VKzTDFsvV2_VgWAxn1DlI,Internal sleeve,2,No,No,"Nylon 500 Denier Rip-Stop
High density Polyethylene frame sheet",15,Yes,UK 🇬🇧,No,https://www.cabinzero.com/cdn/shop/files/ADV-32L-SANGRIA-RED-FRONT-3.4-LEFT_9232b7d1-5b88-4725-b4fa-5a9f05b27d0d_1800x1800.jpg?v=1741755653,125,top,Yes,Backpack,32,Side,Lifetime,1,1.9,12
Cabin Zero Adv Backpack 42L,1,,Clamshell,4,8,No,No,2,21.5,https://www.cabinzero.com/products/adv-42l-atlantic-blue&sa=D&source=editors&ust=1740763375989321&usg=AOvVaw3FzI1-VeL-RiFG-ytk3n44,Internal sleeve,1,Yes,No,"Nylon 500 Denier Rip-Stop
High density Polyethylene frame sheet",15,Yes,UK 🇬🇧,No,https://www.cabinzero.com/cdn/shop/files/ADV-42L-MOROCCAN-SANDS-FRONT-3.4-LEFT_9287bd10-b5e7-4f9b-b63b-0913a722532e_1800x1800.jpg?v=1742983862,130,top,Yes,Backpack,42,Side,Lifetime,1,3.1,14
Cabin Zero Adv Pro Backpack 32L,1,,Clamshell,4,8,No,No,2,18,https://www.cabinzero.com/products/adv-pro-32l-sahara-sand&sa=D&source=editors&ust=1740763375991720&usg=AOvVaw0AVRN8TYyIsnSnJin7WwSz,Internal sleeve,2,Yes,No,"Nylon 500 Denier Rip-Stop
High density Polyethylene frame sheet",15,Yes,UK 🇬🇧,No,https://www.cabinzero.com/cdn/shop/files/ADV-PRO-32L-ATLANTIC-BLUE-FRONT-3.4-LEFT_1800x1800.jpg?v=1741771117,144,top,Yes,Backpack,32,Side,Lifetime,1,2,12
